sentence_id	structure	needed_roles	sentence_lst	sentence_str	role_to_filler	filler_to_role	probability	verb
ditransitive_fed_910b91bf-1253-47d8-8e12-35c0d36bafc3	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'girl', 'eggs']	man fed girl eggs	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'eggs'}	{'man': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'eggs': 'direct_object'}	0.00375	fed
ditransitive_fed_3e0dd64e-c6e7-431d-ace2-42866a13feaf	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'girl', 'toast']	man fed girl toast	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'toast'}	{'man': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'toast': 'direct_object'}	0.00375	fed
ditransitive_fed_cc198220-2437-4f1b-8baf-ec553d43a967	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'girl', 'pizza']	man fed girl pizza	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'pizza'}	{'man': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'pizza': 'direct_object'}	0.00375	fed
ditransitive_fed_b5c0e675-2baf-474e-a325-00a9e67191c9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'girl', 'soup']	man fed girl soup	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'soup'}	{'man': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'soup': 'direct_object'}	0.00375	fed
ditransitive_fed_25eefebf-3c07-47c4-8532-cc0a8c0ebebb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'fed', 'girl', 'sugar']	man fed girl sugar	{'subject': 'man', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'sugar'}	{'man': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'sugar': 'direct_object'}	0.00375	fed
ditransitive_fed_85feee44-efcf-4112-9f4c-f5948521500d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'boy', 'eggs']	woman fed boy eggs	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'eggs'}	{'woman': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'eggs': 'direct_object'}	0.00375	fed
ditransitive_fed_1bb8269d-7082-4cd2-9d31-a9f0d48b8c0e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'boy', 'toast']	woman fed boy toast	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'toast'}	{'woman': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'toast': 'direct_object'}	0.00375	fed
ditransitive_fed_129c9b61-1dad-4928-8f69-4885f994a6c6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'boy', 'pizza']	woman fed boy pizza	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'pizza'}	{'woman': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'pizza': 'direct_object'}	0.00375	fed
ditransitive_fed_1fa08848-8225-435b-b517-bf60cc1b5644	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'boy', 'soup']	woman fed boy soup	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'soup'}	{'woman': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'soup': 'direct_object'}	0.00375	fed
ditransitive_fed_c2967636-e416-4bf7-9e65-d5c08f877e6c	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'boy', 'sugar']	woman fed boy sugar	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'boy', 'direct_object': 'sugar'}	{'woman': 'subject', 'fed': 'verb', 'boy': 'indirect_object', 'sugar': 'direct_object'}	0.00375	fed
ditransitive_fed_8814ca48-b755-4cd5-a6fe-4e8b4377b325	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'girl', 'eggs']	woman fed girl eggs	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'eggs'}	{'woman': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'eggs': 'direct_object'}	0.00375	fed
ditransitive_fed_3e08b760-84a8-4b53-8564-fa79e7c50d9d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'girl', 'toast']	woman fed girl toast	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'toast'}	{'woman': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'toast': 'direct_object'}	0.00375	fed
ditransitive_fed_7b183e03-da4c-43ec-823b-61a872a199f9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'girl', 'pizza']	woman fed girl pizza	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'pizza'}	{'woman': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'pizza': 'direct_object'}	0.00375	fed
ditransitive_fed_8a5d7110-6467-42df-8ceb-eedb3a28089a	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'girl', 'soup']	woman fed girl soup	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'soup'}	{'woman': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'soup': 'direct_object'}	0.00375	fed
ditransitive_fed_5813ab04-643d-4f9d-b825-d37f3cb4cf93	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'fed', 'girl', 'sugar']	woman fed girl sugar	{'subject': 'woman', 'verb': 'fed', 'indirect_object': 'girl', 'direct_object': 'sugar'}	{'woman': 'subject', 'fed': 'verb', 'girl': 'indirect_object', 'sugar': 'direct_object'}	0.00375	fed
transitive_took_ea419c5d-9cf0-45b1-bb08-60bdc52851b8	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'eggs']	man took eggs	{'subject': 'man', 'verb': 'took', 'direct_object': 'eggs'}	{'man': 'subject', 'took': 'verb', 'eggs': 'direct_object'}	0.002556818181818182	took
transitive_took_100d98ad-b92f-49e6-aedb-90ddad0c359a	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'toast']	man took toast	{'subject': 'man', 'verb': 'took', 'direct_object': 'toast'}	{'man': 'subject', 'took': 'verb', 'toast': 'direct_object'}	0.002556818181818182	took
transitive_took_edb9fb81-0d3e-4a8d-991c-99cd9b3fe7db	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'pizza']	man took pizza	{'subject': 'man', 'verb': 'took', 'direct_object': 'pizza'}	{'man': 'subject', 'took': 'verb', 'pizza': 'direct_object'}	0.002556818181818182	took
transitive_took_8579c4fd-d2e9-49a2-ba6e-91b76fb58b77	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'tea']	man took tea	{'subject': 'man', 'verb': 'took', 'direct_object': 'tea'}	{'man': 'subject', 'took': 'verb', 'tea': 'direct_object'}	0.002556818181818182	took
transitive_took_9506c9ae-0fe2-4ce8-91b9-973d1685b321	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'coffee']	man took coffee	{'subject': 'man', 'verb': 'took', 'direct_object': 'coffee'}	{'man': 'subject', 'took': 'verb', 'coffee': 'direct_object'}	0.002556818181818182	took
transitive_took_3350f122-c114-47ab-94b1-c92b594b83f3	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'soup']	man took soup	{'subject': 'man', 'verb': 'took', 'direct_object': 'soup'}	{'man': 'subject', 'took': 'verb', 'soup': 'direct_object'}	0.002556818181818182	took
transitive_took_e41b8a36-ce5d-4e5c-92fe-80317432bfd2	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'sugar']	man took sugar	{'subject': 'man', 'verb': 'took', 'direct_object': 'sugar'}	{'man': 'subject', 'took': 'verb', 'sugar': 'direct_object'}	0.002556818181818182	took
transitive_took_6e75dd68-21d5-419a-b2a8-822418339399	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'book']	man took book	{'subject': 'man', 'verb': 'took', 'direct_object': 'book'}	{'man': 'subject', 'took': 'verb', 'book': 'direct_object'}	0.002556818181818182	took
transitive_took_76cb5320-74a7-41f1-8460-9e05838e22bf	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'letter']	man took letter	{'subject': 'man', 'verb': 'took', 'direct_object': 'letter'}	{'man': 'subject', 'took': 'verb', 'letter': 'direct_object'}	0.002556818181818182	took
transitive_took_2ff577e5-c54b-4471-8769-bbb249d89dbf	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'package']	man took package	{'subject': 'man', 'verb': 'took', 'direct_object': 'package'}	{'man': 'subject', 'took': 'verb', 'package': 'direct_object'}	0.002556818181818182	took
transitive_took_3675d804-6927-4190-95fa-d25943afe464	transitive	['subject', 'verb', 'direct_object']	['man', 'took', 'gift']	man took gift	{'subject': 'man', 'verb': 'took', 'direct_object': 'gift'}	{'man': 'subject', 'took': 'verb', 'gift': 'direct_object'}	0.002556818181818182	took
transitive_took_dae7575e-172d-4546-b663-b247dbd4cebb	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'eggs']	woman took eggs	{'subject': 'woman', 'verb': 'took', 'direct_object': 'eggs'}	{'woman': 'subject', 'took': 'verb', 'eggs': 'direct_object'}	0.002556818181818182	took
transitive_took_52c93bd9-921c-4f86-b2b8-436269c8cd71	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'toast']	woman took toast	{'subject': 'woman', 'verb': 'took', 'direct_object': 'toast'}	{'woman': 'subject', 'took': 'verb', 'toast': 'direct_object'}	0.002556818181818182	took
transitive_took_4b8148f4-2137-4d7e-b7e8-4d6b58ec05f1	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'pizza']	woman took pizza	{'subject': 'woman', 'verb': 'took', 'direct_object': 'pizza'}	{'woman': 'subject', 'took': 'verb', 'pizza': 'direct_object'}	0.002556818181818182	took
transitive_took_7f43a0f8-6ced-4df8-bf4f-4a5130ec7c54	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'tea']	woman took tea	{'subject': 'woman', 'verb': 'took', 'direct_object': 'tea'}	{'woman': 'subject', 'took': 'verb', 'tea': 'direct_object'}	0.002556818181818182	took
transitive_took_3c890033-4ff9-4aa5-a0b1-02292fc38301	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'coffee']	woman took coffee	{'subject': 'woman', 'verb': 'took', 'direct_object': 'coffee'}	{'woman': 'subject', 'took': 'verb', 'coffee': 'direct_object'}	0.002556818181818182	took
transitive_took_46520181-f2fd-4010-8e08-9a1135f0c125	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'soup']	woman took soup	{'subject': 'woman', 'verb': 'took', 'direct_object': 'soup'}	{'woman': 'subject', 'took': 'verb', 'soup': 'direct_object'}	0.002556818181818182	took
transitive_took_c0f3d9c4-fc8d-4985-b02e-642885c406ea	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'sugar']	woman took sugar	{'subject': 'woman', 'verb': 'took', 'direct_object': 'sugar'}	{'woman': 'subject', 'took': 'verb', 'sugar': 'direct_object'}	0.002556818181818182	took
transitive_took_f54c8bba-8842-4ab5-bccf-41b9b6c50a96	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'book']	woman took book	{'subject': 'woman', 'verb': 'took', 'direct_object': 'book'}	{'woman': 'subject', 'took': 'verb', 'book': 'direct_object'}	0.002556818181818182	took
transitive_took_07c96457-d6ba-4fa2-b782-1eeaa19d9813	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'letter']	woman took letter	{'subject': 'woman', 'verb': 'took', 'direct_object': 'letter'}	{'woman': 'subject', 'took': 'verb', 'letter': 'direct_object'}	0.002556818181818182	took
transitive_took_2b563869-b9e3-4220-97c4-14a06a58fddc	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'package']	woman took package	{'subject': 'woman', 'verb': 'took', 'direct_object': 'package'}	{'woman': 'subject', 'took': 'verb', 'package': 'direct_object'}	0.002556818181818182	took
transitive_took_d860c5a6-bcab-46a9-b852-99f407425b82	transitive	['subject', 'verb', 'direct_object']	['woman', 'took', 'gift']	woman took gift	{'subject': 'woman', 'verb': 'took', 'direct_object': 'gift'}	{'woman': 'subject', 'took': 'verb', 'gift': 'direct_object'}	0.002556818181818182	took
transitive_took_bcb7e36d-832e-4f9b-8bc6-937ee3c1fedb	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'eggs']	boy took eggs	{'subject': 'boy', 'verb': 'took', 'direct_object': 'eggs'}	{'boy': 'subject', 'took': 'verb', 'eggs': 'direct_object'}	0.002556818181818182	took
transitive_took_b7fc9326-bf9d-4dd4-af5f-fdaa6cacb0d5	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'toast']	boy took toast	{'subject': 'boy', 'verb': 'took', 'direct_object': 'toast'}	{'boy': 'subject', 'took': 'verb', 'toast': 'direct_object'}	0.002556818181818182	took
transitive_took_f812851f-327a-4020-8b02-11db96af3539	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'pizza']	boy took pizza	{'subject': 'boy', 'verb': 'took', 'direct_object': 'pizza'}	{'boy': 'subject', 'took': 'verb', 'pizza': 'direct_object'}	0.002556818181818182	took
transitive_took_8f856816-fa6a-4774-b448-002c9fadc01c	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'tea']	boy took tea	{'subject': 'boy', 'verb': 'took', 'direct_object': 'tea'}	{'boy': 'subject', 'took': 'verb', 'tea': 'direct_object'}	0.002556818181818182	took
transitive_took_b9514308-8ba7-4ae2-85ba-2ed4f54cedb2	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'coffee']	boy took coffee	{'subject': 'boy', 'verb': 'took', 'direct_object': 'coffee'}	{'boy': 'subject', 'took': 'verb', 'coffee': 'direct_object'}	0.002556818181818182	took
transitive_took_1ef99398-cae2-4207-8da4-242822414af3	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'soup']	boy took soup	{'subject': 'boy', 'verb': 'took', 'direct_object': 'soup'}	{'boy': 'subject', 'took': 'verb', 'soup': 'direct_object'}	0.002556818181818182	took
transitive_took_6690a9ec-bbd3-4529-a577-22fe036ad561	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'sugar']	boy took sugar	{'subject': 'boy', 'verb': 'took', 'direct_object': 'sugar'}	{'boy': 'subject', 'took': 'verb', 'sugar': 'direct_object'}	0.002556818181818182	took
transitive_took_641e3f7c-f155-471c-9aac-a7642b350152	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'book']	boy took book	{'subject': 'boy', 'verb': 'took', 'direct_object': 'book'}	{'boy': 'subject', 'took': 'verb', 'book': 'direct_object'}	0.002556818181818182	took
transitive_took_bd442247-d87b-4918-a204-03e2c31f116f	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'letter']	boy took letter	{'subject': 'boy', 'verb': 'took', 'direct_object': 'letter'}	{'boy': 'subject', 'took': 'verb', 'letter': 'direct_object'}	0.002556818181818182	took
transitive_took_f75e61a8-f134-4581-9c10-a38bc1671e9e	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'package']	boy took package	{'subject': 'boy', 'verb': 'took', 'direct_object': 'package'}	{'boy': 'subject', 'took': 'verb', 'package': 'direct_object'}	0.002556818181818182	took
transitive_took_7e5c1c2a-c490-4079-b5ce-663c7a48e129	transitive	['subject', 'verb', 'direct_object']	['boy', 'took', 'gift']	boy took gift	{'subject': 'boy', 'verb': 'took', 'direct_object': 'gift'}	{'boy': 'subject', 'took': 'verb', 'gift': 'direct_object'}	0.002556818181818182	took
transitive_took_3808f4f8-17d9-4dec-80db-c5eb030af93b	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'eggs']	girl took eggs	{'subject': 'girl', 'verb': 'took', 'direct_object': 'eggs'}	{'girl': 'subject', 'took': 'verb', 'eggs': 'direct_object'}	0.002556818181818182	took
transitive_took_f38c0a18-2e9c-4cb9-98ce-c930dc1ec4e7	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'toast']	girl took toast	{'subject': 'girl', 'verb': 'took', 'direct_object': 'toast'}	{'girl': 'subject', 'took': 'verb', 'toast': 'direct_object'}	0.002556818181818182	took
transitive_took_3714be1d-fb21-47b7-acf8-cb1414111496	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'pizza']	girl took pizza	{'subject': 'girl', 'verb': 'took', 'direct_object': 'pizza'}	{'girl': 'subject', 'took': 'verb', 'pizza': 'direct_object'}	0.002556818181818182	took
transitive_took_a3db1f22-1b61-49cd-82b8-c66a9d8711c3	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'tea']	girl took tea	{'subject': 'girl', 'verb': 'took', 'direct_object': 'tea'}	{'girl': 'subject', 'took': 'verb', 'tea': 'direct_object'}	0.002556818181818182	took
transitive_took_12f311d9-bdc7-439a-a7f7-69a9fa00156a	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'coffee']	girl took coffee	{'subject': 'girl', 'verb': 'took', 'direct_object': 'coffee'}	{'girl': 'subject', 'took': 'verb', 'coffee': 'direct_object'}	0.002556818181818182	took
transitive_took_86be4e8c-b0f2-431f-8794-34080f4851cc	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'soup']	girl took soup	{'subject': 'girl', 'verb': 'took', 'direct_object': 'soup'}	{'girl': 'subject', 'took': 'verb', 'soup': 'direct_object'}	0.002556818181818182	took
transitive_took_da77b7a0-8f75-4ab6-9fab-5bb6a7b8ccb7	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'sugar']	girl took sugar	{'subject': 'girl', 'verb': 'took', 'direct_object': 'sugar'}	{'girl': 'subject', 'took': 'verb', 'sugar': 'direct_object'}	0.002556818181818182	took
transitive_took_2508a364-8ec5-416e-bb9c-4636481fb0ae	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'book']	girl took book	{'subject': 'girl', 'verb': 'took', 'direct_object': 'book'}	{'girl': 'subject', 'took': 'verb', 'book': 'direct_object'}	0.002556818181818182	took
transitive_took_b1e7dce8-de2d-45ac-b256-571d02af974e	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'letter']	girl took letter	{'subject': 'girl', 'verb': 'took', 'direct_object': 'letter'}	{'girl': 'subject', 'took': 'verb', 'letter': 'direct_object'}	0.002556818181818182	took
transitive_took_e6d19e6c-0794-4bd9-972e-0488344d186e	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'package']	girl took package	{'subject': 'girl', 'verb': 'took', 'direct_object': 'package'}	{'girl': 'subject', 'took': 'verb', 'package': 'direct_object'}	0.002556818181818182	took
transitive_took_a2a77b91-8e43-4bee-9fd3-e7122c3eb329	transitive	['subject', 'verb', 'direct_object']	['girl', 'took', 'gift']	girl took gift	{'subject': 'girl', 'verb': 'took', 'direct_object': 'gift'}	{'girl': 'subject', 'took': 'verb', 'gift': 'direct_object'}	0.002556818181818182	took
transitive_mailed_984881bb-cf7e-4d99-a032-34d7bcb29285	transitive	['subject', 'verb', 'direct_object']	['man', 'mailed', 'letter']	man mailed letter	{'subject': 'man', 'verb': 'mailed', 'direct_object': 'letter'}	{'man': 'subject', 'mailed': 'verb', 'letter': 'direct_object'}	0.0020833333333333333	mailed
transitive_mailed_1cd33a79-3573-46ca-b1b3-ceb767aac1ec	transitive	['subject', 'verb', 'direct_object']	['man', 'mailed', 'package']	man mailed package	{'subject': 'man', 'verb': 'mailed', 'direct_object': 'package'}	{'man': 'subject', 'mailed': 'verb', 'package': 'direct_object'}	0.0020833333333333333	mailed
transitive_mailed_3dcf8794-65d5-4905-8f88-508dd10463c6	transitive	['subject', 'verb', 'direct_object']	['man', 'mailed', 'gift']	man mailed gift	{'subject': 'man', 'verb': 'mailed', 'direct_object': 'gift'}	{'man': 'subject', 'mailed': 'verb', 'gift': 'direct_object'}	0.0020833333333333333	mailed
transitive_mailed_a588dd35-a632-473e-948d-ae470a565947	transitive	['subject', 'verb', 'direct_object']	['woman', 'mailed', 'letter']	woman mailed letter	{'subject': 'woman', 'verb': 'mailed', 'direct_object': 'letter'}	{'woman': 'subject', 'mailed': 'verb', 'letter': 'direct_object'}	0.0020833333333333333	mailed
transitive_mailed_695d16f5-1ea9-4908-9392-bde37592160f	transitive	['subject', 'verb', 'direct_object']	['woman', 'mailed', 'package']	woman mailed package	{'subject': 'woman', 'verb': 'mailed', 'direct_object': 'package'}	{'woman': 'subject', 'mailed': 'verb', 'package': 'direct_object'}	0.0020833333333333333	mailed
transitive_mailed_d9b66caf-f65a-4f54-b554-d0893d280ca1	transitive	['subject', 'verb', 'direct_object']	['woman', 'mailed', 'gift']	woman mailed gift	{'subject': 'woman', 'verb': 'mailed', 'direct_object': 'gift'}	{'woman': 'subject', 'mailed': 'verb', 'gift': 'direct_object'}	0.0020833333333333333	mailed
transitive_lent_2392ff17-aae3-41fa-9563-aa081e312e57	transitive	['subject', 'verb', 'direct_object']	['man', 'lent', 'coffee']	man lent coffee	{'subject': 'man', 'verb': 'lent', 'direct_object': 'coffee'}	{'man': 'subject', 'lent': 'verb', 'coffee': 'direct_object'}	0.0015625	lent
transitive_lent_688f14ae-b96b-4f50-8d68-31af1bbbd360	transitive	['subject', 'verb', 'direct_object']	['man', 'lent', 'tea']	man lent tea	{'subject': 'man', 'verb': 'lent', 'direct_object': 'tea'}	{'man': 'subject', 'lent': 'verb', 'tea': 'direct_object'}	0.0015625	lent
transitive_lent_fe2a3ca3-b191-4575-8151-e0381c33f672	transitive	['subject', 'verb', 'direct_object']	['man', 'lent', 'sugar']	man lent sugar	{'subject': 'man', 'verb': 'lent', 'direct_object': 'sugar'}	{'man': 'subject', 'lent': 'verb', 'sugar': 'direct_object'}	0.0015625	lent
transitive_lent_57e1b7da-9ee4-4346-b3e6-c023dde5a449	transitive	['subject', 'verb', 'direct_object']	['man', 'lent', 'book']	man lent book	{'subject': 'man', 'verb': 'lent', 'direct_object': 'book'}	{'man': 'subject', 'lent': 'verb', 'book': 'direct_object'}	0.0015625	lent
transitive_lent_c6e9233a-b01f-40ce-830e-d4b4dcd1ff9a	transitive	['subject', 'verb', 'direct_object']	['woman', 'lent', 'coffee']	woman lent coffee	{'subject': 'woman', 'verb': 'lent', 'direct_object': 'coffee'}	{'woman': 'subject', 'lent': 'verb', 'coffee': 'direct_object'}	0.0015625	lent
transitive_lent_f7426f5f-09d8-4b2a-b735-b499b8615b43	transitive	['subject', 'verb', 'direct_object']	['woman', 'lent', 'tea']	woman lent tea	{'subject': 'woman', 'verb': 'lent', 'direct_object': 'tea'}	{'woman': 'subject', 'lent': 'verb', 'tea': 'direct_object'}	0.0015625	lent
transitive_lent_6d517aa5-ea43-4643-9382-11403e395ced	transitive	['subject', 'verb', 'direct_object']	['woman', 'lent', 'sugar']	woman lent sugar	{'subject': 'woman', 'verb': 'lent', 'direct_object': 'sugar'}	{'woman': 'subject', 'lent': 'verb', 'sugar': 'direct_object'}	0.0015625	lent
transitive_lent_bc0e11f2-fb89-43fa-a8ec-1ceb89dc7998	transitive	['subject', 'verb', 'direct_object']	['woman', 'lent', 'book']	woman lent book	{'subject': 'woman', 'verb': 'lent', 'direct_object': 'book'}	{'woman': 'subject', 'lent': 'verb', 'book': 'direct_object'}	0.0015625	lent
transitive_gave_2ff6589b-eb1b-4bb2-a7e5-08c474fb57ef	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'eggs']	man gave eggs	{'subject': 'man', 'verb': 'gave', 'direct_object': 'eggs'}	{'man': 'subject', 'gave': 'verb', 'eggs': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_488dd996-0efb-4b6f-a710-330e0544c189	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'toast']	man gave toast	{'subject': 'man', 'verb': 'gave', 'direct_object': 'toast'}	{'man': 'subject', 'gave': 'verb', 'toast': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_18cc4d53-06b5-4a98-813f-2b9b3067e7ad	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'pizza']	man gave pizza	{'subject': 'man', 'verb': 'gave', 'direct_object': 'pizza'}	{'man': 'subject', 'gave': 'verb', 'pizza': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_c3ab675d-f8ee-4db1-85e1-92d9e792a4b4	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'coffee']	man gave coffee	{'subject': 'man', 'verb': 'gave', 'direct_object': 'coffee'}	{'man': 'subject', 'gave': 'verb', 'coffee': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_541e874b-531e-409b-8025-933fc5ac1efb	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'tea']	man gave tea	{'subject': 'man', 'verb': 'gave', 'direct_object': 'tea'}	{'man': 'subject', 'gave': 'verb', 'tea': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_b130e651-7034-47da-8da3-e25771a00d93	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'soup']	man gave soup	{'subject': 'man', 'verb': 'gave', 'direct_object': 'soup'}	{'man': 'subject', 'gave': 'verb', 'soup': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_57aba176-2693-4b5b-a7c7-d53d34e21645	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'sugar']	man gave sugar	{'subject': 'man', 'verb': 'gave', 'direct_object': 'sugar'}	{'man': 'subject', 'gave': 'verb', 'sugar': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_b0f4d1fc-fe46-4c52-bcdc-6726024d85ee	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'book']	man gave book	{'subject': 'man', 'verb': 'gave', 'direct_object': 'book'}	{'man': 'subject', 'gave': 'verb', 'book': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_c227ab8f-0a0d-4386-9a2d-cbb0b4304539	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'letter']	man gave letter	{'subject': 'man', 'verb': 'gave', 'direct_object': 'letter'}	{'man': 'subject', 'gave': 'verb', 'letter': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_b61c5635-0844-4d4c-b9f9-00856e06a0bf	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'package']	man gave package	{'subject': 'man', 'verb': 'gave', 'direct_object': 'package'}	{'man': 'subject', 'gave': 'verb', 'package': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_3a748edf-bec6-4a83-bbdf-ee37f4bc3d77	transitive	['subject', 'verb', 'direct_object']	['man', 'gave', 'gift']	man gave gift	{'subject': 'man', 'verb': 'gave', 'direct_object': 'gift'}	{'man': 'subject', 'gave': 'verb', 'gift': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_8e62f6eb-dabf-4158-8c5c-70244ff73cb8	transitive	['subject', 'verb', 'direct_object']	['woman', 'gave', 'eggs']	woman gave eggs	{'subject': 'woman', 'verb': 'gave', 'direct_object': 'eggs'}	{'woman': 'subject', 'gave': 'verb', 'eggs': 'direct_object'}	0.00028409090909090913	gave
transitive_gave_c368b678-6057-44f0-8ebf-4e2a1767acbf	transitive	['subject', 'verb', 'direct_object']	['woman', 'gave', 'toast']	woman gave toast	{'subject': 'woman', 'verb': 'gave', 'direct_object': 'toast'}	{'woman': 'subject', 'gave': 'verb', 'toast': 'direct_object'}	0.00028409090909090913	gave
